"","Contrast","Pathway","FDR","Method","negativelog10FDR"
"1","X1O2PlusCyA - X1O2NoCyA","Hepatocellular carcinoma",0.000114398687032122,"Proteomics",3.94157895996587
"5","X1O2PlusCyA - X1O2NoCyA","Melanoma",5.88535372305823e-05,"Proteomics",4.23022742995636
"9","X1O2PlusCyA - X1O2NoCyA","C-type lectin receptor signaling pathway",0.00270436460859094,"Proteomics",2.56793475621256
"10","X1O2PlusCyA - X1O2NoCyA","Acute myeloid leukemia",1.48282148399948e-05,"Proteomics",4.82891113028017
"13","X1O2PlusCyA - X1O2NoCyA","Non-small cell lung cancer",0.000174449271056046,"Proteomics",3.75833084093068
"16","X1O2PlusCyA - X1O2NoCyA","HIF-1 signaling pathway",0.0014493562304976,"Proteomics",2.83882485819671
"18","X1O2PlusCyA - X1O2NoCyA","Parkinson disease",0.000953934349709603,"Proteomics",3.02048151265431
"19","X1O2PlusCyA - X1O2NoCyA","Amoebiasis",0.000228334915334301,"Proteomics",3.64142767424077
"23","X1O2PlusCyA - X1O2NoCyA","Wnt signaling pathway",0.000996373578580671,"Proteomics",3.00157779742292
"29","X1O2PlusCyA - X1O2NoCyA","Fc epsilon RI signaling pathway",1.23649816555249e-06,"Proteomics",5.90780652361406
"30","X1O2PlusCyA - X1O2NoCyA","GnRH secretion",8.27370687603083e-06,"Proteomics",5.08229986951464
"32","X1O2PlusCyA - X1O2NoCyA","T cell receptor signaling pathway",0.000163393527669308,"Proteomics",3.78676515069942
"33","X1O2PlusCyA - X1O2NoCyA","Lysine degradation",2.2084831168951e-06,"Proteomics",5.65590591642702
"34","X1O2PlusCyA - X1O2NoCyA","Phosphatidylinositol signaling system",0.000621089421659065,"Proteomics",3.20684586755725
"37","X1O2PlusCyA - X1O2NoCyA","Epstein-Barr virus infection",0.00235894136282496,"Proteomics",2.62728285441668
"38","X1O2PlusCyA - X1O2NoCyA","Terpenoid backbone biosynthesis",0.0408586064012914,"Proteomics",1.38871645029659
"39","X1O2PlusCyA - X1O2NoCyA","cAMP signaling pathway",0.000747128557820089,"Proteomics",3.12660466304656
"40","X1O2PlusCyA - X1O2NoCyA","FoxO signaling pathway",0.00454290698726298,"Proteomics",2.34266615495996
"41","X1O2PlusCyA - X1O2NoCyA","Amino sugar and nucleotide sugar metabolism",1.09039116821768e-05,"Proteomics",4.96241767479064
"44","X1O2PlusCyA - X1O2NoCyA","Relaxin signaling pathway",0.012312522581226,"Proteomics",1.90965295999542
"45","X1O2PlusCyA - X1O2NoCyA","VEGF signaling pathway",0.000128429178176364,"Proteomics",3.89133629650553
"46","X1O2PlusCyA - X1O2NoCyA","Endometrial cancer",0.00140501005451169,"Proteomics",2.85232056785618
"49","X1O2PlusCyA - X1O2NoCyA","Chronic myeloid leukemia",0.00665990146661198,"Proteomics",2.17653219617854
"50","X1O2PlusCyA - X1O2NoCyA","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.000395595792215917,"Proteomics",3.40274833645587
"51","X1O2PlusCyA - X1O2NoCyA","Chemical carcinogenesis - receptor activation",6.69411014925611e-05,"Proteomics",4.17430714575468
"52","X1O2PlusCyA - X1O2NoCyA","Fluid shear stress and atherosclerosis",0.000514699573862254,"Proteomics",3.28844619131724
"54","X1O2PlusCyA - X1O2NoCyA","Insulin resistance",6.15906652443399e-05,"Proteomics",4.21048510504458
"58","X1O2PlusCyA - X1O2NoCyA","Fatty acid elongation",2.26221219703885e-10,"Proteomics",9.64546666038282
"61","X1O2PlusCyA - X1O2NoCyA","Non-alcoholic fatty liver disease",3.74409759791189e-13,"Proteomics",12.4266528389718
"62","X1O2PlusCyA - X1O2NoCyA","Small cell lung cancer",0.00200312403529175,"Proteomics",2.69829215795807
"63","X1O2PlusCyA - X1O2NoCyA","p53 signaling pathway",0.000213044324740337,"Proteomics",3.67153003042285
"64","X1O2PlusCyA - X1O2NoCyA","Morphine addiction",0.000188366375044756,"Proteomics",3.72499661978003
"66","X1O2PlusCyA - X1O2NoCyA","Salmonella infection",1.33145926225838e-06,"Proteomics",5.87567211683078
"68","X1O2PlusCyA - X1O2NoCyA","Th1 and Th2 cell differentiation",0.00199031193013926,"Proteomics",2.70107885378025
"70","X1O2PlusCyA - X1O2NoCyA","AGE-RAGE signaling pathway in diabetic complications",0.000810695524548274,"Proteomics",3.09114222450259
"74","X1O2PlusCyA - X1O2NoCyA","Human immunodeficiency virus 1 infection",0.0227482602430337,"Proteomics",1.64305181200651
"75","X1O2PlusCyA - X1O2NoCyA","Hepatitis C",0.00456089049282145,"Proteomics",2.34095035506323
"77","X1O2PlusCyA - X1O2NoCyA","Fc gamma R-mediated phagocytosis",9.14666040293388e-05,"Proteomics",4.03873744509444
"80","X1O2PlusCyA - X1O2NoCyA","Hepatitis B",0.0181263119006337,"Proteomics",1.74169055134524
"83","X1O2PlusCyA - X1O2NoCyA","Pancreatic cancer",0.000772716728998008,"Proteomics",3.11197968535705
"84","X1O2PlusCyA - X1O2NoCyA","Renal cell carcinoma",1.48282148399948e-05,"Proteomics",4.82891113028017
"86","X1O2PlusCyA - X1O2NoCyA","Influenza A",0.0210799115460394,"Proteomics",1.67613121580995
"87","X1O2PlusCyA - X1O2NoCyA","Peroxisome",0.0333197613504157,"Proteomics",1.47729811784654
"88","X1O2PlusCyA - X1O2NoCyA","Sulfur relay system",3.23550868675093e-07,"Proteomics",6.4900574298387
"89","X1O2PlusCyA - X1O2NoCyA","Kaposi sarcoma-associated herpesvirus infection",0.0227482602430337,"Proteomics",1.64305181200651
"90","X1O2PlusCyA - X1O2NoCyA","Inositol phosphate metabolism",0.00101167094899535,"Proteomics",2.99496072096791
"91","X1O2PlusCyA - X1O2NoCyA","Growth hormone synthesis, secretion and action",0.000119185577036144,"Proteomics",3.92377629654713
"92","X1O2PlusCyA - X1O2NoCyA","Pyrimidine metabolism",0.0217454576408321,"Proteomics",1.66263144802179
"93","X1O2PlusCyA - X1O2NoCyA","Pathways in cancer",2.04962144899418e-09,"Proteomics",8.68832634274621
"95","X1O2PlusCyA - X1O2NoCyA","mTOR signaling pathway",5.17195411441482e-10,"Proteomics",9.28634533683589
"97","X1O2PlusCyA - X1O2NoCyA","Inflammatory mediator regulation of TRP channels",0.00010118825232994,"Proteomics",3.99486990493131
"98","X1O2PlusCyA - X1O2NoCyA","Mitophagy - animal",1.53504045587152e-06,"Proteomics",5.81388017423876
"100","X1O2PlusCyA - X1O2NoCyA","Glycerophospholipid metabolism",0.0596400250208954,"Proteomics",1.2244621830186
"101","X1O2PlusCyA - X1O2NoCyA","Arginine biosynthesis",0.0011145477972259,"Proteomics",2.95290130212646
"102","X1O2PlusCyA - X1O2NoCyA","Herpes simplex virus 1 infection",0.000278216396121188,"Proteomics",3.55561727932194
"104","X1O2PlusCyA - X1O2NoCyA","Arrhythmogenic right ventricular cardiomyopathy",0.00017743239310317,"Proteomics",3.75096708990622
"107","X1O2PlusCyA - X1O2NoCyA","Measles",0.00577780045011879,"Proteomics",2.23823746161069
"113","X1O2PlusCyA - X1O2NoCyA","Alzheimer disease",1.28116941958644e-07,"Proteomics",6.89239343612074
"114","X1O2PlusCyA - X1O2NoCyA","Amphetamine addiction",0.0592260587427297,"Proteomics",1.22748716695783
"116","X1O2PlusCyA - X1O2NoCyA","Glycerolipid metabolism",0.0539059669459534,"Proteomics",1.26836315933511
"119","X1O2PlusCyA - X1O2NoCyA","Apoptosis - multiple species",6.98706022231067e-08,"Proteomics",7.15570551349326
"120","X1O2PlusCyA - X1O2NoCyA","Choline metabolism in cancer",0.000447722236523565,"Proteomics",3.34899133545873
"121","X1O2PlusCyA - X1O2NoCyA","Human T-cell leukemia virus 1 infection",0.0271893975799247,"Proteomics",1.56560041472264
"125","X1O2PlusCyA - X1O2NoCyA","Cellular senescence",0.000330050701127666,"Proteomics",3.48141934033838
"126","X1O2PlusCyA - X1O2NoCyA","Tight junction",5.9056494799398e-08,"Proteomics",7.22873233343689
"128","X1O2PlusCyA - X1O2NoCyA","Cholinergic synapse",1.30617204106857e-06,"Proteomics",5.88399961665518
"130","X1O2PlusCyA - X1O2NoCyA","AMPK signaling pathway",0.00223260862982786,"Proteomics",2.65118740088866
"131","X1O2PlusCyA - X1O2NoCyA","Fanconi anemia pathway",2.40662707251298e-06,"Proteomics",5.61859120216273
"132","X1O2PlusCyA - X1O2NoCyA","Glioma",0.00137240877719946,"Proteomics",2.86251651308956
"135","X1O2PlusCyA - X1O2NoCyA","Neutrophil extracellular trap formation",0.00075103224986488,"Proteomics",3.12434141367807
"140","X1O2PlusCyA - X1O2NoCyA","Thyroid hormone signaling pathway",5.4858680323298e-09,"Proteomics",8.2607546439645
"141","X1O2PlusCyA - X1O2NoCyA","Signaling pathways regulating pluripotency of stem cells",7.83542625915287e-05,"Proteomics",4.10593737226975
"144","X1O2PlusCyA - X1O2NoCyA","Insulin signaling pathway",0.00367855492153158,"Proteomics",2.43432275547304
"145","X1O2PlusCyA - X1O2NoCyA","Rap1 signaling pathway",0.00459501648049913,"Proteomics",2.33771292663326
"146","X1O2PlusCyA - X1O2NoCyA","Chemical carcinogenesis - reactive oxygen species",0.000680043773662596,"Proteomics",3.16746313134044
"147","X1O2PlusCyA - X1O2NoCyA","Progesterone-mediated oocyte maturation",0.00900831952573063,"Proteomics",2.04535621776354
"152","X1O2PlusCyA - X1O2NoCyA","Pathogenic Escherichia coli infection",5.98786039694087e-05,"Proteomics",4.2227283335035
"153","X1O2PlusCyA - X1O2NoCyA","Leukocyte transendothelial migration",0.000158704762323181,"Proteomics",3.79941004098525
"155","X1O2PlusCyA - X1O2NoCyA","Bacterial invasion of epithelial cells",3.11039610190799e-06,"Proteomics",5.50718430103137
"159","X1O2PlusCyA - X1O2NoCyA","Central carbon metabolism in cancer",0.0118910322730694,"Proteomics",1.92478044218214
"161","X1O2PlusCyA - X1O2NoCyA","JAK-STAT signaling pathway",5.88600040067881e-05,"Proteomics",4.2301797126726
"164","X1O2PlusCyA - X1O2NoCyA","Proteoglycans in cancer",3.75903127845322e-08,"Proteomics",7.4249240605583
"165","X1O2PlusCyA - X1O2NoCyA","Autophagy - animal",2.28845837855291e-06,"Proteomics",5.64045698191668
"167","X1O2PlusCyA - X1O2NoCyA","Endocytosis",3.30079443241749e-09,"Proteomics",8.48138152191225
"168","X1O2PlusCyA - X1O2NoCyA","EGFR tyrosine kinase inhibitor resistance",5.4605936006712e-06,"Proteomics",5.26276014420307
"169","X1O2PlusCyA - X1O2NoCyA","Diabetic cardiomyopathy",0.0011145477972259,"Proteomics",2.95290130212646
"170","X1O2PlusCyA - X1O2NoCyA","Pertussis",3.40035005453011e-07,"Proteomics",6.46847637150916
"171","X1O2PlusCyA - X1O2NoCyA","Toll-like receptor signaling pathway",0.000105283408014436,"Proteomics",3.97764006542932
"173","X1O2PlusCyA - X1O2NoCyA","Platinum drug resistance",0.0111971350851987,"Proteomics",1.95089308231636
"175","X1O2PlusCyA - X1O2NoCyA","Pathways of neurodegeneration - multiple diseases",6.85804069795064e-07,"Proteomics",6.16379994196197
"176","X1O2PlusCyA - X1O2NoCyA","Human papillomavirus infection",8.28670758826248e-07,"Proteomics",6.08161798576649
"177","X1O2PlusCyA - X1O2NoCyA","Notch signaling pathway",5.10366777758652e-05,"Proteomics",4.29211760369459
"181","X1O2PlusCyA - X1O2NoCyA","Prolactin signaling pathway",1.06301906582869e-14,"Proteomics",13.9734589460976
"182","X1O2PlusCyA - X1O2NoCyA","Yersinia infection",0.00156295056271162,"Proteomics",2.80605475882093
"184","X1O2PlusCyA - X1O2NoCyA","Arginine and proline metabolism",0.000315585067126832,"Proteomics",3.50088355494883
"191","X1O2PlusCyA - X1O2NoCyA","Natural killer cell mediated cytotoxicity",2.35708671982323e-05,"Proteomics",4.62762443900818
"194","X1O2PlusCyA - X1O2NoCyA","Prion disease",2.75001559714696e-06,"Proteomics",5.56066484299314
"195","X1O2PlusCyA - X1O2NoCyA","Nicotinate and nicotinamide metabolism",0.00377124932508392,"Proteomics",2.42351475453982
"196","X1O2PlusCyA - X1O2NoCyA","Colorectal cancer",0.00751597244904123,"Proteomics",2.12401482054215
"201","X1O2PlusCyA - X1O2NoCyA","Staphylococcus aureus infection",0.000859042260889036,"Proteomics",3.06598547037197
"203","X1O2PlusCyA - X1O2NoCyA","Regulation of actin cytoskeleton",8.9163540688753e-09,"Proteomics",8.04981269399332
"205","X1O2PlusCyA - X1O2NoCyA","Phospholipase D signaling pathway",7.68703412868007e-07,"Proteomics",6.11424119075791
"206","X1O2PlusCyA - X1O2NoCyA","Various types of N-glycan biosynthesis",1.84701497035383e-08,"Proteomics",7.73352958451877
"207","X1O2PlusCyA - X1O2NoCyA","Legionellosis",5.01475804744372e-06,"Proteomics",5.29975001602242
"208","X1O2PlusCyA - X1O2NoCyA","Coronavirus disease - COVID-19",1.58907643543412e-05,"Proteomics",4.79885521249124
"209","X1O2PlusCyA - X1O2NoCyA","Spinocerebellar ataxia",3.19063867191443e-05,"Proteomics",4.49612237527338
"211","X1O2PlusCyA - X1O2NoCyA","Aldosterone synthesis and secretion",0.0556440039953453,"Proteomics",1.2545816268734
"214","X1O2PlusCyA - X1O2NoCyA","B cell receptor signaling pathway",0.00106136380415068,"Proteomics",2.97413572726407
"215","X1O2PlusCyA - X1O2NoCyA","Aminoacyl-tRNA biosynthesis",2.85841872724057e-07,"Proteomics",6.54387415146885
"217","X1O2PlusCyA - X1O2NoCyA","Regulation of lipolysis in adipocytes",3.35436961819847e-06,"Proteomics",5.47438908415699
"218","X1O2PlusCyA - X1O2NoCyA","Prostate cancer",0.00170267054649306,"Proteomics",2.76886937651282
"219","X1O2PlusCyA - X1O2NoCyA","Breast cancer",2.04590274104058e-06,"Proteomics",5.68911501580146
"220","X1O2PlusCyA - X1O2NoCyA","Ras signaling pathway",4.63323804006101e-06,"Proteomics",5.33411538664569
"221","X1O2PlusCyA - X1O2NoCyA","PI3K-Akt signaling pathway",0.00106155115780988,"Proteomics",2.97405907166362
"222","X1O2PlusCyA - X1O2NoCyA","Lipid and atherosclerosis",6.33573554337305e-07,"Proteomics",6.1982029586993
"223","X1O2PlusCyA - X1O2NoCyA","Apoptosis",1.06301906582869e-14,"Proteomics",13.9734589460976
"227","X1O2PlusCyA - X1O2NoCyA","Human cytomegalovirus infection",0.0463644044363561,"Proteomics",1.33381531447835
"230","X1O2PlusCyA - X1O2NoCyA","Longevity regulating pathway",3.19063867191443e-05,"Proteomics",4.49612237527338
"231","X1O2PlusCyA - X1O2NoCyA","Platelet activation",6.8494055905145e-05,"Proteomics",4.16434711609307
"232","X1O2PlusCyA - X1O2NoCyA","ErbB signaling pathway",1.55929123227284e-05,"Proteomics",4.80707276309417
"234","X1O2PlusCyA - X1O2NoCyA","Bladder cancer",0.00424709727833366,"Proteomics",2.37190779152647
"235","X1O2PlusCyA - X1O2NoCyA","Sphingolipid metabolism",0.000173257272753419,"Proteomics",3.7613085261223
"236","X1O2PlusCyA - X1O2NoCyA","Axon guidance",0.000135819989817844,"Proteomics",3.86703630642747
"237","X1O2PlusCyA - X1O2NoCyA","Neurotrophin signaling pathway",0.000204927334153014,"Proteomics",3.68840010953401
"239","X1O2PlusCyA - X1O2NoCyA","Sphingolipid signaling pathway",4.8916271980283e-07,"Proteomics",6.31054664893923
"240","X1O2PlusCyA - X1O2NoCyA","Longevity regulating pathway - multiple species",4.64000864181619e-05,"Proteomics",4.3334812105896
"241","X1O2PlusCyA - X1O2NoCyA","Vascular smooth muscle contraction",6.55061413381953e-05,"Proteomics",4.18371798208058
"242","X1O2PlusCyA - X1O2NoCyA","Thyroid hormone synthesis",3.2548364124347e-16,"Proteomics",15.4874708341195
"246","X1O2PlusCyA - X1O2NoCyA","Galactose metabolism",3.93603813244726e-17,"Proteomics",16.4049407027633
"249","X1O2PlusCyA - X1O2NoCyA","Estrogen signaling pathway",0.00133827204036554,"Proteomics",2.87345559537191
"252","X1O2PlusCyA - X1O2NoCyA","Focal adhesion",7.20157311454349e-06,"Proteomics",5.14257262574352
"253","X1O2PlusCyA - X1O2NoCyA","TNF signaling pathway",1.71116238021781e-11,"Proteomics",10.7667087762646
"254","X1O2PlusCyA - X1O2NoCyA","Gastric cancer",5.26196932197775e-07,"Proteomics",6.27885168824093
"256","X1O2PlusCyA - X1O2NoCyA","Shigellosis",1.14446818056681e-05,"Proteomics",4.94139627742924
"257","X1O2PlusCyA - X1O2NoCyA","Endocrine resistance",8.21192943848887e-06,"Proteomics",5.08555479098758
"258","X1O2PlusCyA - X1O2NoCyA","Chemokine signaling pathway",9.53281936659733e-08,"Proteomics",7.02077863616417
"261","X1O2PlusCyA - X1O2NoCyA","Type II diabetes mellitus",0.000204124012268499,"Proteomics",3.69010590374886
"264","X1O2PlusCyA - X1O2NoCyA","Osteoclast differentiation",0.000201869170197136,"Proteomics",3.69493000218376
"265","X1O2PlusCyA - X1O2NoCyA","MAPK signaling pathway",0.00653789851294713,"Proteomics",2.18456182520703
"266","X1O2PlusCyA - X1O2NoCyA","Chagas disease",0.000887941523138655,"Proteomics",3.05161563446288
"268","X1O2PlusCyA - X1O2NoCyA","Oxytocin signaling pathway",0.000258405244280055,"Proteomics",3.5876986766724
"269","X1O2NoCyA - X19O2NoCyA","Hepatocellular carcinoma",7.66297055392935e-05,"Proteomics",4.11560284327935
"272","X1O2NoCyA - X19O2NoCyA","GnRH signaling pathway",0.00841955989651295,"Proteomics",2.07471060915489
"273","X1O2NoCyA - X19O2NoCyA","Melanoma",0.000163845040068322,"Proteomics",3.78556670108394
"277","X1O2NoCyA - X19O2NoCyA","C-type lectin receptor signaling pathway",5.58923265630274e-05,"Proteomics",4.25264781215088
"278","X1O2NoCyA - X19O2NoCyA","Acute myeloid leukemia",1.35074520865447e-06,"Proteomics",5.86942656430967
"281","X1O2NoCyA - X19O2NoCyA","Non-small cell lung cancer",0.000211955945491344,"Proteomics",3.67375439670431
"282","X1O2NoCyA - X19O2NoCyA","cGMP-PKG signaling pathway",0.00206906966903788,"Proteomics",2.68422488566616
"284","X1O2NoCyA - X19O2NoCyA","HIF-1 signaling pathway",0.000389806412674792,"Proteomics",3.40915102061509
"286","X1O2NoCyA - X19O2NoCyA","Parkinson disease",4.87050340682016e-09,"Proteomics",8.31242614853787
"287","X1O2NoCyA - X19O2NoCyA","Amoebiasis",2.30817787390639e-05,"Proteomics",4.63673072641777
"290","X1O2NoCyA - X19O2NoCyA","Oocyte meiosis",0.00570209447087193,"Proteomics",2.24396559168484
"291","X1O2NoCyA - X19O2NoCyA","Wnt signaling pathway",0.00174129447611525,"Proteomics",2.7591277776837
"294","X1O2NoCyA - X19O2NoCyA","Tuberculosis",0.000911681727011623,"Proteomics",3.04015674974964
"297","X1O2NoCyA - X19O2NoCyA","Fc epsilon RI signaling pathway",0.00151709811558573,"Proteomics",2.81898633109228
"298","X1O2NoCyA - X19O2NoCyA","GnRH secretion",0.000170150312636811,"Proteomics",3.76916724858805
"300","X1O2NoCyA - X19O2NoCyA","T cell receptor signaling pathway",0.00759397468029831,"Proteomics",2.11953085521111
"301","X1O2NoCyA - X19O2NoCyA","Lysine degradation",9.38944581139559e-05,"Proteomics",4.02736004012532
"302","X1O2NoCyA - X19O2NoCyA","Phosphatidylinositol signaling system",0.000419926010578613,"Proteomics",3.37682722395481
"304","X1O2NoCyA - X19O2NoCyA","Melanogenesis",0.017520495221202,"Proteomics",1.75645362255174
"305","X1O2NoCyA - X19O2NoCyA","Epstein-Barr virus infection",0.0041032151133591,"Proteomics",2.38687571430388
"306","X1O2NoCyA - X19O2NoCyA","Terpenoid backbone biosynthesis",0.00483993284864377,"Proteomics",2.31516066390637
"307","X1O2NoCyA - X19O2NoCyA","cAMP signaling pathway",9.25951468187641e-07,"Proteomics",6.0334117753598
"308","X1O2NoCyA - X19O2NoCyA","FoxO signaling pathway",2.19756846184192e-05,"Proteomics",4.65805758627147
"309","X1O2NoCyA - X19O2NoCyA","Amino sugar and nucleotide sugar metabolism",5.24936414971761e-07,"Proteomics",6.27989329906889
"311","X1O2NoCyA - X19O2NoCyA","Glucagon signaling pathway",0.000128429178176364,"Proteomics",3.89133629650553
"312","X1O2NoCyA - X19O2NoCyA","Relaxin signaling pathway",0.0254630099725011,"Proteomics",1.59409025986609
"313","X1O2NoCyA - X19O2NoCyA","VEGF signaling pathway",0.000284502480314014,"Proteomics",3.54591394304046
"314","X1O2NoCyA - X19O2NoCyA","Endometrial cancer",2.69895070692096e-05,"Proteomics",4.56880504723589
"317","X1O2NoCyA - X19O2NoCyA","Chronic myeloid leukemia",0.000322441931834118,"Proteomics",3.49154848553935
"318","X1O2NoCyA - X19O2NoCyA","PD-L1 expression and PD-1 checkpoint pathway in cancer",0.0167441827837353,"Proteomics",1.77613604377506
"319","X1O2NoCyA - X19O2NoCyA","Chemical carcinogenesis - receptor activation",0.000121733084994213,"Proteomics",3.91459137183018
"320","X1O2NoCyA - X19O2NoCyA","Fluid shear stress and atherosclerosis",3.69801313503279e-06,"Proteomics",5.4320315505965
"322","X1O2NoCyA - X19O2NoCyA","Insulin resistance",0.00060270485791588,"Proteomics",3.21989530802179
"326","X1O2NoCyA - X19O2NoCyA","Fatty acid elongation",4.04283361863265e-09,"Proteomics",8.39331413153217
"327","X1O2NoCyA - X19O2NoCyA","Hippo signaling pathway",0.0379318310890451,"Proteomics",1.42099619202767
"329","X1O2NoCyA - X19O2NoCyA","Non-alcoholic fatty liver disease",7.17411525807176e-09,"Proteomics",8.14423165030537
"330","X1O2NoCyA - X19O2NoCyA","Small cell lung cancer",0.00607990372593464,"Proteomics",2.2161032976395
"332","X1O2NoCyA - X19O2NoCyA","Morphine addiction",0.000137784695622415,"Proteomics",3.86079901882792
"333","X1O2NoCyA - X19O2NoCyA","Pyruvate metabolism",0.0978790241817959,"Proteomics",1.00931036905639
"334","X1O2NoCyA - X19O2NoCyA","Salmonella infection",0.000160005960882609,"Proteomics",3.79586383778031
"336","X1O2NoCyA - X19O2NoCyA","Th1 and Th2 cell differentiation",0.00184998117229993,"Proteomics",2.73283269149312
"338","X1O2NoCyA - X19O2NoCyA","AGE-RAGE signaling pathway in diabetic complications",0.0135456910037696,"Proteomics",1.86819883548356
"342","X1O2NoCyA - X19O2NoCyA","Human immunodeficiency virus 1 infection",0.000139642970620132,"Proteomics",3.85498092102795
"343","X1O2NoCyA - X19O2NoCyA","Hepatitis C",0.00219650853983561,"Proteomics",2.65826710389592
"344","X1O2NoCyA - X19O2NoCyA","Hippo signaling pathway - multiple species",0.0467160136818176,"Proteomics",1.33053422304145
"345","X1O2NoCyA - X19O2NoCyA","Fc gamma R-mediated phagocytosis",0.00268022472558111,"Proteomics",2.57182879067712
"348","X1O2NoCyA - X19O2NoCyA","Hepatitis B",0.00450217494302869,"Proteomics",2.34657763343238
"351","X1O2NoCyA - X19O2NoCyA","Pancreatic cancer",0.00110935419289918,"Proteomics",2.9549297708367
"352","X1O2NoCyA - X19O2NoCyA","Renal cell carcinoma",3.69801313503279e-06,"Proteomics",5.4320315505965
"353","X1O2NoCyA - X19O2NoCyA","Apelin signaling pathway",0.0015169598920426,"Proteomics",2.81902590167527
"354","X1O2NoCyA - X19O2NoCyA","Influenza A",0.0205115157380538,"Proteomics",1.68800224541662
"355","X1O2NoCyA - X19O2NoCyA","Peroxisome",0.0904705917544516,"Proteomics",1.04349256901952
"356","X1O2NoCyA - X19O2NoCyA","Sulfur relay system",1.58237518895822e-05,"Proteomics",4.80069053526599
"357","X1O2NoCyA - X19O2NoCyA","Kaposi sarcoma-associated herpesvirus infection",0.000162290434074375,"Proteomics",3.78970707814757
"358","X1O2NoCyA - X19O2NoCyA","Inositol phosphate metabolism",0.00200312403529175,"Proteomics",2.69829215795807
"359","X1O2NoCyA - X19O2NoCyA","Growth hormone synthesis, secretion and action",0.0081956567474763,"Proteomics",2.0864162391189
"360","X1O2NoCyA - X19O2NoCyA","Pyrimidine metabolism",0.024985951772187,"Proteomics",1.6023041026338
"361","X1O2NoCyA - X19O2NoCyA","Pathways in cancer",3.55764631511297e-15,"Proteomics",14.4488372296725
