,Gene,ImportanceScore,Pathway
686,ICOSLG,0.1892112206865614,shuffled_hsa04514_4
687,TIGIT,0.14814065727739092,shuffled_hsa04514_4
688,NTNG1,0.14811403254983044,shuffled_hsa04514_4
689,NTNG2,1.0,shuffled_hsa04514_4
690,LRRC4,0.2959631708201683,shuffled_hsa04514_4
691,ALCAM,0.12121244081919127,shuffled_hsa04514_5
692,SPN,0.12123899741539727,shuffled_hsa04514_5
693,PTPRC,0.1212554308960784,shuffled_hsa04514_5
694,CD22,0.12125465615595943,shuffled_hsa04514_5
695,ITGB1,0.4823205408671238,shuffled_hsa04514_5
696,ITGAL,0.45711339293403286,shuffled_hsa04514_5
697,MAG,0.12121860140812966,shuffled_hsa04514_5
698,MPZ,0.12122313583606742,shuffled_hsa04514_5
699,CNTNAP2,0.12120839179706305,shuffled_hsa04514_5
700,CNTNAP1,0.1212965322330122,shuffled_hsa04514_5
701,NEGR1,0.12129390890838294,shuffled_hsa04514_5
702,CADM1,0.12124566317415242,shuffled_hsa04514_5
703,CD226,0.4293603987756109,shuffled_hsa04514_5
704,GLG1,0.2422567982133893,shuffled_hsa04514_5
705,SELPLG,0.24224681089138322,shuffled_hsa04514_5
706,SELL,0.12120275170513059,shuffled_hsa04514_5
707,MADCAM1,0.6066123956936336,shuffled_hsa04514_5
708,ITGB7,0.2827822307553488,shuffled_hsa04514_5
709,ITGA4,1.0,shuffled_hsa04514_5
710,PECAM1,0.12127557808301055,shuffled_hsa04514_5
711,CD58,0.12128655795256194,shuffled_hsa04514_5
712,ICAM3,0.12124223199012682,shuffled_hsa04514_5
713,ICAM1,0.32996424012488357,shuffled_hsa04514_5
714,ICAM2,0.3633111175635431,shuffled_hsa04514_5
715,JAM3,0.3854743267170159,shuffled_hsa04514_5
716,F11R,0.4991926567534506,shuffled_hsa04514_5
717,ESAM,0.12122132722773503,shuffled_hsa04514_5
718,CD86,0.24225147707936892,shuffled_hsa04514_5
719,CD80,0.12125149508003226,shuffled_hsa04514_5
720,CD28,0.5709263673333574,shuffled_hsa04514_5
721,OCLN,0.1212147939012731,shuffled_hsa04514_5
722,ICOSLG,0.13082219423437827,shuffled_hsa04514_5
723,TIGIT,0.12122205630000067,shuffled_hsa04514_5
724,NTNG1,0.12123816038056177,shuffled_hsa04514_5
725,NTNG2,0.24221978641255776,shuffled_hsa04514_5
726,LRRC4,0.12121892009714373,shuffled_hsa04514_5
727,PECAM1,0.06638588169181726,shuffled_hsa04670_0
728,CTNND1,0.06637065108629142,shuffled_hsa04670_0
729,BCAR1,0.06635338066336019,shuffled_hsa04670_0
730,SIPA1,0.06635774614809609,shuffled_hsa04670_0
731,F11R,0.06633797889653659,shuffled_hsa04670_0
732,ITGAL,0.1040726743184052,shuffled_hsa04670_0
733,ITGB1,0.06636066077627142,shuffled_hsa04670_0
734,ITGA4,0.22831386218836355,shuffled_hsa04670_0
735,CTNNB1,0.066368559068496,shuffled_hsa04670_0
736,PTK2,0.06632711031372643,shuffled_hsa04670_0
737,RHOA,0.9814797249359007,shuffled_hsa04670_0
738,JAM3,0.2041937131355545,shuffled_hsa04670_0
739,CYBA,0.06636897954435654,shuffled_hsa04670_0
740,NCF2,0.06632743795342763,shuffled_hsa04670_0
741,PXN,0.0663439966242861,shuffled_hsa04670_0
742,NCF1,0.0663330381762701,shuffled_hsa04670_0
743,RAC1,0.47842975013570826,shuffled_hsa04670_0
744,NCF4,0.06636047952355302,shuffled_hsa04670_0
745,RAC2,1.0,shuffled_hsa04670_0
746,RASSF5,0.27873969003017407,shuffled_hsa04670_0
747,PTK2B,0.1907846464568887,shuffled_hsa04670_0
748,CXCR4,0.35681334885569427,shuffled_hsa04670_0
749,ICAM1,0.20730257626137252,shuffled_hsa04670_0
750,CDC42,0.10399242891278439,shuffled_hsa04670_0
751,PECAM1,0.18721692181266042,shuffled_hsa04670_1
752,CTNND1,0.17069663784881156,shuffled_hsa04670_1
753,BCAR1,0.17065020914806867,shuffled_hsa04670_1
754,SIPA1,0.17066013116681725,shuffled_hsa04670_1
755,F11R,0.597561518253111,shuffled_hsa04670_1
756,ITGAL,0.34111683818671623,shuffled_hsa04670_1
757,ITGB1,0.17064718977659152,shuffled_hsa04670_1
758,ITGA4,0.9886653845427039,shuffled_hsa04670_1
759,CTNNB1,0.17063488731691592,shuffled_hsa04670_1
760,PTK2,0.37730915593199604,shuffled_hsa04670_1
761,RHOA,0.5728552394747083,shuffled_hsa04670_1
762,JAM3,0.1866171656800441,shuffled_hsa04670_1
763,CYBA,0.1706585745352477,shuffled_hsa04670_1
764,NCF2,0.1707373061982196,shuffled_hsa04670_1
765,PXN,0.17071763024384565,shuffled_hsa04670_1
766,NCF1,0.3411924777390081,shuffled_hsa04670_1
767,RAC1,0.6901777839144547,shuffled_hsa04670_1
768,NCF4,0.17070757878467527,shuffled_hsa04670_1
769,RAC2,0.6901814528242824,shuffled_hsa04670_1
770,RASSF5,1.0,shuffled_hsa04670_1
771,PTK2B,0.5116693883882103,shuffled_hsa04670_1
772,CXCR4,0.7746237797519552,shuffled_hsa04670_1
773,ICAM1,0.17066603263978272,shuffled_hsa04670_1
774,CDC42,0.6834409905495887,shuffled_hsa04670_1
775,PECAM1,0.4003295795628751,shuffled_hsa04670_2
776,CTNND1,0.1336166147664795,shuffled_hsa04670_2
777,BCAR1,0.1877458151192605,shuffled_hsa04670_2
778,SIPA1,0.5048017098481731,shuffled_hsa04670_2
779,F11R,0.2669721671846032,shuffled_hsa04670_2
780,ITGAL,0.4003619870685862,shuffled_hsa04670_2
781,ITGB1,0.13508535176886177,shuffled_hsa04670_2
782,ITGA4,0.13360842300712936,shuffled_hsa04670_2
783,CTNNB1,0.13356578631348068,shuffled_hsa04670_2
784,PTK2,0.37802564970755315,shuffled_hsa04670_2
785,RHOA,0.24484234449032244,shuffled_hsa04670_2
786,JAM3,0.3560409186280152,shuffled_hsa04670_2
787,CYBA,0.1335724823874042,shuffled_hsa04670_2
788,NCF2,0.13354577289327385,shuffled_hsa04670_2
789,PXN,0.13358253539147397,shuffled_hsa04670_2
790,NCF1,0.13357382871673654,shuffled_hsa04670_2
791,RAC1,0.5351515768144617,shuffled_hsa04670_2
792,NCF4,0.13361660093263686,shuffled_hsa04670_2
793,RAC2,0.9362987223495111,shuffled_hsa04670_2
794,RASSF5,0.5398330779313161,shuffled_hsa04670_2
795,PTK2B,1.0,shuffled_hsa04670_2
796,CXCR4,0.7952302549152843,shuffled_hsa04670_2
797,ICAM1,0.4998598632230465,shuffled_hsa04670_2
798,CDC42,0.1335900793317341,shuffled_hsa04670_2
799,PECAM1,0.1218880973449418,shuffled_hsa04670_3
800,CTNND1,0.11883769811581395,shuffled_hsa04670_3
801,BCAR1,0.11893465876049374,shuffled_hsa04670_3
802,SIPA1,0.23757230264361376,shuffled_hsa04670_3
803,F11R,0.3843128994585412,shuffled_hsa04670_3
804,ITGAL,0.23749165628050398,shuffled_hsa04670_3
805,ITGB1,0.11882850784356863,shuffled_hsa04670_3
806,ITGA4,0.18681730869308824,shuffled_hsa04670_3
807,CTNNB1,0.11880307295931432,shuffled_hsa04670_3
808,PTK2,0.6543424124072595,shuffled_hsa04670_3
809,RHOA,0.2923456809692689,shuffled_hsa04670_3
810,JAM3,0.1188567067852437,shuffled_hsa04670_3
811,CYBA,0.11882632461490526,shuffled_hsa04670_3
812,NCF2,0.11881004514613802,shuffled_hsa04670_3
813,PXN,0.11890817896468935,shuffled_hsa04670_3
814,NCF1,0.11879886491782254,shuffled_hsa04670_3
815,RAC1,0.7809964832870139,shuffled_hsa04670_3
816,NCF4,0.19534806702694746,shuffled_hsa04670_3
817,RAC2,0.6584521499724434,shuffled_hsa04670_3
818,RASSF5,0.23753331054627627,shuffled_hsa04670_3
819,PTK2B,0.3487723682655007,shuffled_hsa04670_3
820,CXCR4,1.0,shuffled_hsa04670_3
821,ICAM1,0.20927350391620383,shuffled_hsa04670_3
822,CDC42,0.468661442035979,shuffled_hsa04670_3
823,PECAM1,0.10918165917352685,shuffled_hsa04670_4
824,CTNND1,0.10918105992849268,shuffled_hsa04670_4
825,BCAR1,0.14354606405000336,shuffled_hsa04670_4
826,SIPA1,0.10917847840352894,shuffled_hsa04670_4
827,F11R,0.5489435508137909,shuffled_hsa04670_4
828,ITGAL,0.21835470721208652,shuffled_hsa04670_4
829,ITGB1,0.10918447364387801,shuffled_hsa04670_4
830,ITGA4,0.10917937520890096,shuffled_hsa04670_4
831,CTNNB1,0.2938307524548831,shuffled_hsa04670_4
832,PTK2,0.10918191407505823,shuffled_hsa04670_4
833,RHOA,0.7805759224352423,shuffled_hsa04670_4
834,JAM3,0.21836412441653796,shuffled_hsa04670_4
835,CYBA,0.10919004937226827,shuffled_hsa04670_4
836,NCF2,0.10918121705846588,shuffled_hsa04670_4
837,PXN,0.10918125733161392,shuffled_hsa04670_4
838,NCF1,0.10918097169956793,shuffled_hsa04670_4
839,RAC1,0.29585909415053574,shuffled_hsa04670_4
840,NCF4,0.10917838710155277,shuffled_hsa04670_4
841,RAC2,0.3866848051086668,shuffled_hsa04670_4
842,RASSF5,0.4367019302903927,shuffled_hsa04670_4
843,PTK2B,0.49915582605247827,shuffled_hsa04670_4
844,CXCR4,0.6745498148289134,shuffled_hsa04670_4
845,ICAM1,0.4596087445584835,shuffled_hsa04670_4
846,CDC42,1.0,shuffled_hsa04670_4
847,PECAM1,0.10923442402449003,shuffled_hsa04670_5
848,CTNND1,0.10873601246232939,shuffled_hsa04670_5
849,BCAR1,0.1087699346241533,shuffled_hsa04670_5
850,SIPA1,0.10872999201057977,shuffled_hsa04670_5
851,F11R,0.8592219528976331,shuffled_hsa04670_5
852,ITGAL,0.2173486076149176,shuffled_hsa04670_5
853,ITGB1,0.10872264374695569,shuffled_hsa04670_5
854,ITGA4,0.10875996151227817,shuffled_hsa04670_5
855,CTNNB1,0.21038180560348854,shuffled_hsa04670_5
856,PTK2,0.38790045574862386,shuffled_hsa04670_5
857,RHOA,0.2801953215306364,shuffled_hsa04670_5
858,JAM3,0.2608466845311126,shuffled_hsa04670_5
859,CYBA,0.29618577184165923,shuffled_hsa04670_5
860,NCF2,0.10875200168117798,shuffled_hsa04670_5
861,PXN,0.10876101894229454,shuffled_hsa04670_5
862,NCF1,0.10922098398237409,shuffled_hsa04670_5
863,RAC1,0.4696710261040077,shuffled_hsa04670_5
864,NCF4,0.19536052303138443,shuffled_hsa04670_5
865,RAC2,0.38766544507543765,shuffled_hsa04670_5
866,RASSF5,0.3301646627643928,shuffled_hsa04670_5
867,PTK2B,0.2905592017703704,shuffled_hsa04670_5
868,CXCR4,1.0,shuffled_hsa04670_5
869,ICAM1,0.32595677214177143,shuffled_hsa04670_5
870,CDC42,0.937567473194778,shuffled_hsa04670_5
871,WASF2,0.14986958710687573,shuffled_hsa04810_0
872,WASF1,0.24241990268169852,shuffled_hsa04810_0
873,APC,0.1727652539657958,shuffled_hsa04810_0
874,ABI2,0.2777714428598916,shuffled_hsa04810_0
875,NCKAP1,0.2895584078068773,shuffled_hsa04810_0
876,BAIAP2,0.39772598888426386,shuffled_hsa04810_0
877,GSN,0.1776752377465231,shuffled_hsa04810_0
878,VCL,0.10793548372213134,shuffled_hsa04810_0
879,PXN,0.10794630393634681,shuffled_hsa04810_0
880,SLC9A1,0.9677161177002839,shuffled_hsa04810_0
881,GIT1,0.16274220244664234,shuffled_hsa04810_0
882,ENAH,0.3686946561160596,shuffled_hsa04810_0
883,DIAPH3,0.10796496785030854,shuffled_hsa04810_0
884,CDC42,0.5255786330378942,shuffled_hsa04810_0
885,RHOA,1.0,shuffled_hsa04810_0
886,ARHGEF6,0.10799256765810805,shuffled_hsa04810_0
887,GNG12,0.2739588530147285,shuffled_hsa04810_0
888,CRK,0.21575986291592936,shuffled_hsa04810_0
889,BCAR1,0.3598881932690678,shuffled_hsa04810_0
890,PTK2,0.44439379390239736,shuffled_hsa04810_0
891,SRC,0.1080362950021253,shuffled_hsa04810_0
892,FN1,0.13300034645865572,shuffled_hsa04810_0
893,F2R,0.10797014548774209,shuffled_hsa04810_0
894,CXCR4,0.10798084432486972,shuffled_hsa04810_0
895,WASF2,0.4620062060317165,shuffled_hsa04810_1
896,WASF1,0.36176472944730964,shuffled_hsa04810_1
897,APC,0.15406408866735355,shuffled_hsa04810_1
898,ABI2,0.15639751209893382,shuffled_hsa04810_1
899,NCKAP1,0.6081497993570053,shuffled_hsa04810_1
900,BAIAP2,0.30804430294701346,shuffled_hsa04810_1
901,GSN,0.15407219827665147,shuffled_hsa04810_1
902,VCL,0.15403533738055902,shuffled_hsa04810_1
903,PXN,0.1540976104769438,shuffled_hsa04810_1
904,SLC9A1,0.21557424194054056,shuffled_hsa04810_1
905,GIT1,0.20377371023207785,shuffled_hsa04810_1
906,ENAH,0.15408113415986555,shuffled_hsa04810_1
907,DIAPH3,0.15406731340548452,shuffled_hsa04810_1
908,CDC42,0.27589799407717586,shuffled_hsa04810_1
909,RHOA,0.9998570614562978,shuffled_hsa04810_1
910,ARHGEF6,0.4620666699714773,shuffled_hsa04810_1
911,GNG12,0.30893740404740516,shuffled_hsa04810_1
912,CRK,0.4619819370299781,shuffled_hsa04810_1
913,BCAR1,0.4256716151705636,shuffled_hsa04810_1
914,PTK2,1.0,shuffled_hsa04810_1
915,SRC,0.30898871680963713,shuffled_hsa04810_1
916,FN1,0.1540618753277338,shuffled_hsa04810_1
917,F2R,0.1540981134957139,shuffled_hsa04810_1
918,CXCR4,0.15403899898079643,shuffled_hsa04810_1
919,WASF2,0.12026271825564477,shuffled_hsa04810_2
920,WASF1,0.2702536310695744,shuffled_hsa04810_2
921,APC,0.12030475587560101,shuffled_hsa04810_2
922,ABI2,0.4867284610554265,shuffled_hsa04810_2
923,NCKAP1,0.571928699151625,shuffled_hsa04810_2
924,BAIAP2,0.12023262407725269,shuffled_hsa04810_2
925,GSN,0.14612665571548816,shuffled_hsa04810_2
926,VCL,0.31664418695229757,shuffled_hsa04810_2
927,PXN,0.12043325397993238,shuffled_hsa04810_2
928,SLC9A1,1.0,shuffled_hsa04810_2
929,GIT1,0.6051394894472344,shuffled_hsa04810_2
930,ENAH,0.12038343459335453,shuffled_hsa04810_2
931,DIAPH3,0.3605735712197436,shuffled_hsa04810_2
932,CDC42,0.5734682794126729,shuffled_hsa04810_2
933,RHOA,0.9932804884825319,shuffled_hsa04810_2
934,ARHGEF6,0.12750607987792315,shuffled_hsa04810_2
935,GNG12,0.2589060206622271,shuffled_hsa04810_2
936,CRK,0.27585883261933786,shuffled_hsa04810_2
937,BCAR1,0.3007397505820967,shuffled_hsa04810_2
938,PTK2,0.540599353229609,shuffled_hsa04810_2
939,SRC,0.12033554589860863,shuffled_hsa04810_2
940,FN1,0.18119258021456836,shuffled_hsa04810_2
941,F2R,0.1534463139701449,shuffled_hsa04810_2
942,CXCR4,0.12030058125284951,shuffled_hsa04810_2
943,WASF2,0.07736640983131002,shuffled_hsa04810_3
944,WASF1,0.35106454987756697,shuffled_hsa04810_3
945,APC,0.19248767471012987,shuffled_hsa04810_3
946,ABI2,0.07745514664326253,shuffled_hsa04810_3
947,NCKAP1,0.27382997696731776,shuffled_hsa04810_3
948,BAIAP2,0.1922494529968273,shuffled_hsa04810_3
949,GSN,0.07735773077220352,shuffled_hsa04810_3
950,VCL,0.07738047755981065,shuffled_hsa04810_3
951,PXN,0.07742260780747227,shuffled_hsa04810_3
952,SLC9A1,0.07736666783317592,shuffled_hsa04810_3
953,GIT1,0.09037971513495574,shuffled_hsa04810_3
954,ENAH,0.9908576451996282,shuffled_hsa04810_3
955,DIAPH3,0.16247413018181833,shuffled_hsa04810_3
956,CDC42,1.0,shuffled_hsa04810_3
957,RHOA,0.6077572873412792,shuffled_hsa04810_3
958,ARHGEF6,0.4758713723759714,shuffled_hsa04810_3
959,GNG12,0.505506492059187,shuffled_hsa04810_3
960,CRK,0.4100617764098934,shuffled_hsa04810_3
961,BCAR1,0.10542713929579535,shuffled_hsa04810_3
962,PTK2,0.2715872906097303,shuffled_hsa04810_3
963,SRC,0.07738260311961873,shuffled_hsa04810_3
964,FN1,0.16462614180796808,shuffled_hsa04810_3
965,F2R,0.07738913924322287,shuffled_hsa04810_3
966,CXCR4,0.07739999576021608,shuffled_hsa04810_3
967,WASF2,0.08161518806336787,shuffled_hsa04810_4
968,WASF1,0.36133789582645076,shuffled_hsa04810_4
969,APC,0.1785434108576899,shuffled_hsa04810_4
970,ABI2,0.37480172079122265,shuffled_hsa04810_4
971,NCKAP1,0.151550711857118,shuffled_hsa04810_4
972,BAIAP2,0.2759267981864409,shuffled_hsa04810_4
973,GSN,0.08158193242598215,shuffled_hsa04810_4
974,VCL,0.08162773143282791,shuffled_hsa04810_4
975,PXN,0.08165737323628984,shuffled_hsa04810_4
976,SLC9A1,1.0,shuffled_hsa04810_4
977,GIT1,0.15392038229160246,shuffled_hsa04810_4
978,ENAH,0.08168834539208546,shuffled_hsa04810_4
979,DIAPH3,0.0816150476956741,shuffled_hsa04810_4
980,CDC42,0.26970027694310117,shuffled_hsa04810_4
981,RHOA,0.9948184819604322,shuffled_hsa04810_4
982,ARHGEF6,0.2920258392741654,shuffled_hsa04810_4
983,GNG12,0.09135578610306141,shuffled_hsa04810_4
984,CRK,0.26511636756496015,shuffled_hsa04810_4
985,BCAR1,0.217528982409686,shuffled_hsa04810_4
986,PTK2,0.30290599573556365,shuffled_hsa04810_4
987,SRC,0.08160716868307175,shuffled_hsa04810_4
988,FN1,0.1638953986078769,shuffled_hsa04810_4
989,F2R,0.08165520807669287,shuffled_hsa04810_4
990,CXCR4,0.08164582415812727,shuffled_hsa04810_4
991,WASF2,0.11127357094986365,shuffled_hsa04810_5
992,WASF1,0.3390453493709953,shuffled_hsa04810_5
993,APC,0.3987950037612712,shuffled_hsa04810_5
994,ABI2,0.24727365398243187,shuffled_hsa04810_5
995,NCKAP1,0.39766655947232527,shuffled_hsa04810_5
996,BAIAP2,0.3830036560537252,shuffled_hsa04810_5
997,GSN,0.1112482519713199,shuffled_hsa04810_5
998,VCL,0.11124805102312485,shuffled_hsa04810_5
999,PXN,0.1112578943558028,shuffled_hsa04810_5
1000,SLC9A1,0.3237546853966407,shuffled_hsa04810_5
1001,GIT1,0.32543007036762356,shuffled_hsa04810_5
1002,ENAH,0.11128692241562856,shuffled_hsa04810_5
1003,DIAPH3,0.11125009751643115,shuffled_hsa04810_5
1004,CDC42,0.4140469950269962,shuffled_hsa04810_5
1005,RHOA,0.6853332942142103,shuffled_hsa04810_5
1006,ARHGEF6,0.21432192284556156,shuffled_hsa04810_5
1007,GNG12,0.13240749221381418,shuffled_hsa04810_5
1008,CRK,0.179544938906888,shuffled_hsa04810_5
1009,BCAR1,0.3311997787652015,shuffled_hsa04810_5
1010,PTK2,1.0,shuffled_hsa04810_5
1011,SRC,0.11123178080644065,shuffled_hsa04810_5
1012,FN1,0.11123208138475904,shuffled_hsa04810_5
1013,F2R,0.1112375894073095,shuffled_hsa04810_5
1014,CXCR4,0.3153556830004267,shuffled_hsa04810_5
